,cat,transcript_words,transcript_idx,IdSession,ID
1713,agriculture-faune,"['seuil', 'chiffre', 'profession', 'affaire', 'obligation', 'entreprise', 'inscription', 'agriculteur', 'registre', 'commerce']",1801,5006,209451
1727,agriculture-faune,"['hormone', 'importation', 'viande', 'visibilité', 'déclaration', 'information', 'consommateur', 'interdiction', 'garantie', 'lisibilité']",1815,5006,209553
1734,santé,"['prime', 'réduction', 'coût', 'montant', 'anniversaire', 'subside', 'assurance', 'maladie', 'maîtrise', 'enfant']",1822,5006,209577
1735,santé,"['qualité', 'transparence', 'donnée', 'base', 'économicité', 'soin', 'fiabilité', 'sein', 'dynamique', 'indicateur']",1823,5006,209595
1755,finance,"['banque', 'déclaration', 'client', 'impôt', 'consentement', 'résidence', 'domicile', 'autorité', 'instigateur', 'notion']",1843,5006,210154
1762,finance,"['impôt', 'régime', 'peuple', 'durée', 'menace', 'priorité', 'approbation', 'persuadé', 'vilain', 'truc']",1850,5006,210188
1779,agriculture-faune,"['alcool', 'réconciliation', 'surprise', 'agriculture', 'paysan', 'denrée', 'sentiment', 'explication', 'goût', 'plaine']",1867,5006,206943
1784,immigration,"['préférence', 'concept', 'emploi', 'poste', 'bilatérau', 'charge', 'secteur', 'oeuvre', 'immigration', 'chômage']",1872,5006,207263
1791,politique,"['frustration', 'technologie', 'transition', 'coût', 'erreur', 'remarque', 'phase', 'niveau', 'évolution', 'réseau']",1879,5006,208019
1807,politique,"['prévoyance', 'directive', 'agrément', 'édiction', 'révision', 'organe', 'surveillance', 'compétence', 'activité', 'recours']",1895,5006,208144
1812,politique,"['méthode', 'conducteur', 'révision', 'protestataire', 'gueule', 'partielle', 'égalité', 'bateau', 'administration', 'profondeur']",1901,5006,208693
1819,télécommunications,"['téléphonie', 'santé', 'rayonnement', 'téléphone', 'opérateur', 'problème', 'valeur', 'procédé', 'réseau', 'salle']",1908,5006,208757
1853,extérieur,"['convention', 'protocole', 'ratification', 'sauvegarde', 'homme', 'adhésion', 'signature', 'extradition', 'parution', 'no']",1942,5006,210054
1863,extérieur,"['journaliste', 'réunion', 'région', 'sadisme', 'communauté', 'rescapé', 'documentaire', 'esclave', 'massacre', 'barbarie']",1952,5006,210107
1870,économie,"['entreprise', 'concurrence', 'donnée', 'distorsion', 'marché', 'réservoir', 'régulateur', 'affirmative', 'examen', 'aperçu']",1959,5006,210163
1878,santé,"['économie', 'réduction', 'prime', 'hausse', 'assurance', 'stabilisation', 'contribution', 'maladie', 'révision', 'prestation']",1967,5007,210484
1881,santé,"['divergence', 'économie', 'fonds', 'subside', 'av', 'assurance', 'actif', 'abstention', 'montant', 'stabilisation']",1970,5007,210506
1883,politique,"['scandale', 'contrôle', 'autonomie', 'gestion', 'indépendance', 'besoin', 'information', 'argent', 'révision', 'manque']",1972,5007,210560
1907,immigration,"['juge', 'asile', 'suspens', 'greffier', 'nombre', 'demande', 'ordonnance', 'ressource', 'commissaire', 'résorber']",1997,5007,211049
1918,manifestation-loisirs,"['casino', 'jeu', 'concession', 'ligne', 'exploitant', 'condition', 'offre', 'manière', 'critère', 'nombre']",2008,5007,211190
1927,politique,"['blocage', 'travail', 'opérateur', 'audition', 'option', 'document', 'thème', 'séance', 'administration']",2017,5007,211278
1930,logement-territoire,"['blocage', 'joueur', 'liberté', 'site', 'conception', 'heure', 'défenseur', 'auteur', 'concitoyen', 'page']",2020,5007,211303
1932,écologie,"['émission', 'objectif', 'climat', 'changement', 'réduction', 'ratification', 'party', 'communauté', 'siècle', 'engagement']",2024,5007,211342
1934,écologie,"['réchauffement', 'ratification', 'engagement', 'etat', 'siècle', 'hiver', 'ratifiion', 'salle', 'centaine', 'sport']",2027,5007,211374
1940,agriculture-faune,"['zone', 'loisir', 'cheval', 'animal', 'étable', 'titre', 'exception', 'détention', 'paysan', 'husky']",2035,5007,211464
1945,armée-sécurité,"['recrue', 'école', 'semaine', 'dislocation', 'motorisation', 'phase', 'mécanisation', 'conscrit', 'blessure', 'montée']",2040,5007,211489
1954,retraite-rentes,"['organe', 'assurance', 'dette', 'invalidité', 'désendettement', 'fonds', 'point', 'indépendance', 'limitation', 'complet']",2049,5007,211556
1972,agriculture-faune,"['bétail', 'broutard', 'animal', 'boucherie', 'catégorie', 'jour', 'montagne', 'vente', 'motif', 'marché']",2069,5007,211923
1981,extérieur,"['cohérence', 'confrontation', 'développement', 'valeur', 'affrontement', 'ordre', 'coexistence', 'conflit', 'annexe', 'peuple']",2078,5007,212138
1983,extérieur,"['doctrine', 'neutralité', 'membre', 'souveraineté', 'monde', 'indépendance', 'clarté', 'voisin', 'soviétisation', 'conscience']",2080,5007,212149
1988,immigration,"['frigo', 'choix', 'température', 'ami', 'hiver', 'porte', 'migration', 'travail', 'pression', 'idée']",2085,5007,212382
1991,extérieur,"['mort', 'peine', 'département', 'dialogue', 'drogue', 'mobilisation', 'stratégie', 'négatif', 'positif', 'revirement']",2088,5007,212200
2000,politique,"['fédéralisme', 'représentant', 'peuple', 'communauté', 'coexistence', 'scène', 'idée', 'quartet', 'torturé', 'négociation']",2098,5007,212405
2001,politique,"['dialogue', 'conférence', 'problématique', 'relation', 'fond', 'cause', 'consultation', 'feuille', 'cycle', 'lancement']",2099,5007,212222
2005,extérieur,"['financement', 'développement', 'source', 'processus', 'stratégie', 'action', 'palette', 'éventualité', 'avancement', 'canal']",2103,5007,212225
2028,énergie,"['électricité', 'fourniture', 'réseau', 'contrat', 'approvisionnement', 'priorité', 'livraison', 'transport', 'capacité', 'enchère']",2127,5007,212554
2031,transport,"['client', 'division', 'voyageur', 'adéquation', 'transport', 'avantage', 'action', 'administration', 'activité', 'demande']",2130,5007,212608
2041,armée-sécurité,"['congé', 'jour', 'service', 'recrue', 'justification', 'endurance', 'école', 'enterrement', 'embauche', 'fête']",2140,5007,212785
2042,armée-sécurité,"['accident', 'vol', 'cinquantenaire', 'patrouille', 'frais', 'ambassadeur', 'anniversaire', 'ordinaire', 'entraînement', 'démonstration']",2141,5007,212789
2049,retraite-rentes,"['rente', 'réforme', 'augmentation', 'financement', 'salariale', 'pilier', 'mécanisme', 'salaire', 'niveau', 'plafond']",2149,5007,212843
2060,société,"['racisme', 'classement', 'explication', 'inégalité', 'égalité', 'différence', 'ordonnance', 'traitement', 'procédure', 'sujet']",2160,5007,212997
2061,société,"['racisme', 'exécution', 'autorité', 'priorité', 'oeil', 'privé', 'disparité', 'faute', 'lutte', 'processus']",2161,5007,212995
2079,manifestation-loisirs,"['gain', 'jeu', 'casino', 'loterie', 'argent', 'bénéfice', 'ligne', 'fiscalisation', 'but', 'produit']",2180,5007,213496
2097,immigration,"['réfugié', 'colonel', 'afghan', 'complémentarité', 'major', 'exposé', 'dimanche', 'père', 'professeur', 'médecine']",2202,5007,213693
2103,économie,"['indice', 'mondialisation', 'inégalité', 'traité', 'fracture', 'parlement', 'patrimoine', 'revenu', 'fortune', 'numérisation']",2209,5007,213769
2121,santé,"['aspect', 'recrutement', 'médecin', 'moment', 'malformation', 'modifion', 'compte', 'reproche', 'niveau', 'corps']",2228,5007,214016
2130,justice,"['fédération', 'fraude', 'tiers', 'athlète', 'règlement', 'norme', 'preuve']",2237,5007,214036
2149,justice,"['juge', 'poste', 'suspens', 'greffier', 'nombre', 'ordonnance', 'cour', 'recours', 'traitement', 'asile']",2259,5007,210554
2151,armée-sécurité,"['violence', 'femme', 'convention', 'victime', 'mutilation', 'enfant', 'contribution', 'police', 'égard', 'ironie']",2261,5007,210624
2162,logement-territoire,"['défaite', 'locative', 'population', 'lacune', 'base', 'signe', 'principe', 'valeur', 'déduction', 'locataire']",2272,5007,210915
2168,santé,"['pulsée', 'proportionnalité', 'lumière', 'application', 'cicatrice', 'problème', 'tatouage', 'adéquat', 'divergence', 'lettre']",2278,5007,211040
2174,emploi,"['noir', 'travail', 'acte', 'poids', 'gangrène', 'zeste', 'collectivité', 'traque', 'zèle', 'semblant']",2285,5007,211541
2177,emploi,"['protocole', 'travail', 'forme', 'ratification', 'notion', 'convention', 'lutte', 'action', 'reparlerai', 'approbation']",2288,5007,211615
2182,économie,"['pme', 'affaire', 'exposant', 'procédure', 'oeil', 'incompréhension', 'créancier', 'cartel', 'conséquence', 'conviction']",2293,5007,211734
2184,retraite-rentes,"['thématisation', 'élément', 'précipitation', 'approfondie', 'ouverture', 'pilier', 'instant', 'nature', 'raison', 'réflexion']",2295,5007,211866
2197,culture-média,"['média', 'redevance', 'télévision', 'paysage', 'doute', 'presse', 'démocratie', 'démagogie', 'journal', 'radio']",2310,5007,212272
2224,armée-sécurité,"['point', 'sécurité', 'acte', 'cyberdéfense', 'interrogation', 'corps', 'angle', 'dialogue', 'menace', 'danger']",2337,5007,213004
2225,extérieur,"['attaché', 'analyse', 'défense', 'poste', 'renseignement', 'effectif', 'faison', 'marge', 'anecdote', 'dépense']",2338,5007,212972
2234,politique,"['validité', 'durée', 'crédit', 'engagement', 'portée', 'précision', 'paiement', 'formulation', 'entrée', 'vigueur']",2347,5007,213169
2240,agriculture-faune,"['déclaration', 'consommateur', 'condition', 'sujet', 'denrée', 'sens', 'tromperie', 'ordonnance', 'génie', 'nom']",2353,5007,213156
2241,santé,"['transparence', 'rémunération', 'hôpital', 'période', 'texte', 'résultat', 'meilleur', 'prestation', 'illusion', 'observation']",2354,5007,213196
2244,santé,"['comparaison', 'coût', 'efficience', 'hôpital', 'évaluation', 'différence', 'élément', 'étude', 'maîtrise', 'prix']",2357,5007,213221
2245,politique,"['consultation', 'oeuvre', 'procédure', 'mise', 'système', 'processus', 'ordonnance', 'différence', 'volonté', 'stabilité']",2358,5007,213254
2252,logement-territoire,"['ville', 'agglomération', 'valorisation', 'expectative', 'carrefour', 'actualisation', 'méthodologie', 'avenir', 'approfondie', 'rappel']",2365,5007,213366
2265,transport,"['nuit', 'trafic', 'transport', 'interdiction', 'heure', 'marchandise', 'embouteillage', 'matin', 'auteur', 'export']",2379,5007,213525
2290,politique,"['durée', 'réduision', 'rédactionnel', 'vif', 'engagement', 'sensibilité', 'préférence', 'validité', 'sujet', 'subvention']",2405,5008,214486
2292,économie,"['collectivité', 'démonstration', 'disponibilité', 'impulsion', 'inscription', 'sens', 'alternative', 'complément', 'prescription', 'réalisation']",2407,5008,214500
2293,économie,"['demande', 'document', 'sérieux', 'impulsion', 'programme', 'aide', 'fonds', 'examen', 'subventionnement', 'attribution']",2408,5008,214491
2301,santé,"['aluminium', 'précaution', 'cancer', 'principe', 'étude', 'lien', 'sein', 'développement', 'corps', 'départ']",2416,5008,214575
2302,santé,"['institut', 'aluminium', 'sel', 'fumée', 'étude', 'tabac', 'tête', 'industrie', 'liste', 'contraire']",2417,5008,214581
2304,santé,"['don', 'sang', 'abstinence', 'dépôt', 'juillet', 'condition', 'vih', 'prévalence', 'critère', 'homme']",2419,5008,214532
2318,santé,"['monitorage', 'lettre', 'contrevenant', 'gène', 'culture', 'recherche', 'manipulation', 'génie', 'antibiotique', 'science']",2434,5008,214622
2319,santé,"['gène', 'antibiotique', 'génome', 'organisme', 'plasmide', 'contresens', 'rivière', 'cellule', 'variété', 'monitorage']",2435,5008,214632
2333,manifestation-loisirs,"['activité', 'association', 'corruption', 'scandale', 'football', 'société', 'fédération', 'nouveauté', 'séparation', 'secteur']",2450,5008,214773
2334,manifestation-loisirs,"['association', 'activité', 'but', 'caractère', 'alibi', 'type', 'opération', 'sport', 'poursuite', 'préoccupation']",2451,5008,214783
2338,économie,"['perfusion', 'prolongation', 'horlogerie', 'taux', 'hébergement', 'secteur', 'circonstance', 'lorgnette', 'introduction', 'précison']",2455,5008,214877
2339,économie,"['tourisme', 'taux', 'branche', 'hôtel', 'prolongation', 'hébergement', 'pme', 'luxe', 'imposition', 'plaine']",2456,5008,214893
2342,extérieur,"['aide', 'crédit', 'octroi', 'stabilisation', 'arrêté', 'moyen', 'politisation', 'système', 'prorogation', 'perturbation']",2459,5008,214898
2354,finance,"['rétroactivité', 'imposition', 'agriculteur', 'propriétaire', 'impôt', 'villa', 'acceptation', 'équité', 'value', 'arrêt']",2472,5008,215009
2367,logement-territoire,"['expropriation', 'ressort', 'élément', 'collaborateur', 'propriétaire', 'communication', 'planification', 'terrain', 'transport', 'énergie']",2485,5009,215179
2373,énergie,"['hydroélectricité', 'production', 'rechange', 'aide', 'chute', 'marché', 'coût', 'redevance', 'entreprise', 'système']",2491,5009,215416
2380,télécommunications,"['numérique', 'secrétariat', 'défi', 'société', 'rythme', 'entité', 'création', 'économie', 'formation', 'information']",2498,5009,215475
2385,finance,"['dépense', 'supplément', 'crédit', 'budget', 'compte', 'investissement', 'montant', 'recette', 'hausse', 'arrêté']",2503,5009,215641
2386,finance,"['flotte', 'réputation', 'arroseur', 'guignol', 'suréquipement', 'capital', 'climat', 'erreur', 'économie', 'crédit']",2504,5009,215673
2394,finance,"['multilatéral', 'fichier', 'entreprise', 'sanction', 'déclaration', 'prospérité', 'standard', 'part', 'approbation', 'contrainte']",2512,5009,215921
2407,société,"['donnée', 'discrimination', 'poisson', 'possibilité', 'métal', 'nom', 'ministère', 'mot', 'plainte', 'argent']",2525,5009,216079
2417,extérieur,"['bilatérau', 'partenariat', 'pied', 'statut', 'contact', 'coopération', 'relation', 'partenaire', 'échange', 'acteur']",2541,5009,216264
2428,politique,"['durée', 'population', 'réélection', 'suite', 'suffrage', 'auteur', 'fonction', 'électeur', 'vie', 'abstention']",2553,5009,216375
2430,justice,"['internement', 'délinquant', 'vie', 'victime', 'auteur', 'infraction', 'intégrité', 'discernement', 'incapacité', 'crime']",2555,5009,216405
2440,santé,"['financement', 'patient', 'établissement', 'règle', 'prestataire', 'élimination', 'avril', 'origine', 'direction', 'soin']",2566,5009,216538
2442,armée-sécurité,"['finesse', 'utilisation', 'retenue', 'produit', 'catégorie', 'divergence', 'lettre', 'réalité', 'compétence', 'objet']",2568,5009,216537
2447,santé,"['oreille', 'auditif', 'but', 'charge', 'appareil', 'version', 'contact', 'douche', 'modification', 'coût']",2573,5009,216586
2465,retraite-rentes,"['prévoyance', 'procuration', 'assuré', 'capital', 'institution', 'pilier', 'responsabilité', 'fonds', 'pension', 'système']",2593,5009,216655
2466,santé,"['tarif', 'influence', 'hôpital', 'étude', 'médecine', 'résultat', 'structure', 'considérant', 'tarifaire', 'sein']",2594,5009,216661
2467,emploi,"['chômage', 'réinsertion', 'emploi', 'indemnisation', 'conférence', 'accent', 'concerte', 'circonstance', 'travailleur', 'approche']",2595,5009,216662
2471,santé,"['prévention', 'sida', 'investissement', 'dépense', 'transmissible', 'alcool', 'santé', 'apparition', 'infection', 'tabac']",2599,5009,216688
2491,armée-sécurité,"['bombardement', 'puissance', 'munition', 'ennemi', 'stock', 'armée', 'dépense', 'part', 'menace', 'achat']",2621,5009,216874
2498,armée-sécurité,"['policier', 'paix', 'mission', 'police', 'formation', 'envoi', 'promotion', 'sécurité', 'criminalité', 'militaire']",2628,5009,216988
2515,agriculture-faune,"['tournée', 'animal', 'détention', 'accompagnement', 'fauve', 'adjoint', 'cirque', 'fiche', 'application', 'autorité']",2645,5009,217045
2534,transport,"['autoroute', 'aire', 'alcool', 'accident', 'interdiction', 'vente', 'restaurant', 'route', 'conducteur', 'passager']",2664,5009,217436
