,topic_idx,topic_score,topic_name,cat,transcript_words,topic_words
1090,21,0.084,loisirs,manifestation-loisirs,"['jeu', 'valeur', 'argument', 'réminiscence', 'gain', 'recette', 'fiscalisation', 'ressource', 'cheveu', 'revenu']",sport - jeu - manifestation - élite - casino - joueur - fédération - soutien - club - sportif
1104,6,0.13,justice,justice,"['affaire', 'dossier', 'nombre', 'instance', 'déchargeant', 'justice', 'juge', 'tribunal', 'irrecevabilité', 'décembre']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
1134,15,1,transport,transport,"['taxi', 'chauffeur', 'véhicule', 'repos', 'tachygraphe', 'heure', 'voiture', 'règle', 'conducteur', 'course']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
1149,9,0.203,extérieur,extérieur,"['objectif', 'avancement', 'priorité', 'développement', 'mise', 'oeuvre', 'paix', 'esprit', 'niveau', 'état']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
1153,13,0.085,immigration,immigration,"['nationalité', 'loyauté', 'renoncement', 'concours', 'service', 'consulaire', 'coopération', 'double', 'ordonnance', 'raison']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
1159,9,0.286,extérieur,extérieur,"['paix', 'candidature', 'tension', 'fond', 'dialogue', 'engagement', 'forme', 'sécurité', 'mandat', 'consensus']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
1166,13,0.062,immigration,immigration,"['intégration', 'autorisation', 'établissement', 'convention', 'séjour', 'autorité', 'possibilité', 'critère', 'langue', 'étranger']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
1189,1,0.117,politique,économie,"['sanction', 'sein', 'lettre', 'entreprise', 'message', 'note', 'vote', 'biffez', 'dissuasion', 'divergence']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
1213,7,0.288,armée,armée-sécurité,"['vol', 'heure', 'structure', 'maintenance', 'permanence', 'assainissement', 'armement', 'appareil', 'prolongation', 'durée']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
1215,5,0.208,finance,finance,"['option', 'cercle', 'assujetti', 'version', 'champ', 'approche', 'motif', 'impôt', 'différence', 'application']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
1225,4,0.532,agriculture,société,"['chien', 'morsure', 'détenteur', 'cours', 'émotion', 'réglementation', 'place', 'nombre', 'nom', 'instigation']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
1233,7,0.343,armée,armée-sécurité,"['armée', 'cybercriminalité', 'sécurité', 'ennemi', 'somme', 'argent', 'gauche', 'droite', 'terrorisme', 'bourgeoise']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
1241,7,0.228,armée,armée-sécurité,"['mortier', 'acquisition', 'cm', 'artillerie', 'trajectoire', 'feu', 'dommage', 'arme', 'mine', 'char']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
1254,6,0.06,justice,société,"['tir', 'jeunesse', 'organisation', 'place', 'exercice', 'propriétaire', 'catégorie', 'exception', 'aire', 'utilisateur']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
1256,19,0.047,média,culture-média,"['média', 'information', 'cti', 'presse', 'innovation', 'éditeur', 'qualité', 'révolution', 'journal', 'nzz']",média - télévision - redevance - radio - presse - service - information - diversité - journaliste - région
1258,4,1,agriculture,transport,"['tonne', 'essieu', 'trajet', 'camion', 'bois', 'forêt', 'occurrence', 'industrie', 'production', 'étranger']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
1263,7,0.238,armée,transport,"['hélicoptère', 'pilote', 'dérogation', 'expérimenté', 'démarche', 'âge', 'gâchis', 'réglementation', 'anniversaire', 'double']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
1278,13,0.143,immigration,immigration,"['texte', 'séjour', 'immigration', 'explication', 'autorisation', 'exigence', 'réduction', 'étranger', 'cours', 'heure']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
1279,13,0.066,immigration,immigration,"['ressortissant', 'contingent', 'plafond', 'objectif', 'obtention', 'durcissement', 'perception', 'cercle', 'place', 'nombre']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
1299,10,0.091,sécurité,politique,"['instabilité', 'fraude', 'dirigeant', 'corruption', 'arrivée', 'renseignement', 'pouvoir', 'gouvernement', 'échange', 'affaire']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
1303,2,0.093,économie,économie,"['contrôle', 'paquet', 'douane', 'frais', 'destinataire', 'mandat', 'valeur', 'systémique', 'caractère', 'occurrence']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
1326,13,0.227,immigration,immigration,"['voyage', 'réfugié', 'origine', 'requérant', 'asile', 'document', 'motif', 'titre', 'destination', 'but']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
1331,16,0.076,retraite,retraite-rentes,"['camp', 'compensation', 'conversion', 'baisse', 'taux', 'pilier', 'concept', 'résultat', 'nom', 'chose']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
1334,16,0.248,retraite,retraite-rentes,"['pilier', 'concept', 'réforme', 'but', 'prévoyance', 'ensemble', 'chambre', 'dette', 'retraite', 'fractionnement']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
1336,16,0.48,retraite,retraite-rentes,"['réforme', 'rente', 'retraité', 'femme', 'génération', 'boomer', 'précaire', 'différence', 'revalorisation', 'veuve']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
1339,16,0.145,retraite,retraite-rentes,"['conversion', 'taux', 'écoutez', 'pilier', 'sai', 'chose', 'écoute', 'souci', 'génération', 'rente']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
1341,13,0.256,immigration,immigration,"['naturalisation', 'génération', 'parent', 'preuve', 'commune', 'séjour', 'fichier', 'grand', 'enfant', 'document']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
1349,1,0.022,politique,politique,"['convention', 'transparence', 'démarche', 'complémentarité', 'arbitrage', 'honneur', 'ratification', 'entreprise', 'regard', 'adoption']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
1351,9,0.061,extérieur,politique,"['département', 'gouvernement', 'collège', 'région', 'allemand', 'version', 'texte', 'membre', 'équilibre', 'soutiendron']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
1368,16,0.178,retraite,retraite-rentes,"['rente', 'baisse', 'rentier', 'langue', 'somme', 'mécanisme', 'propos', 'intervention', 'compte', 'raison']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
1371,16,0.399,retraite,retraite-rentes,"['salaire', 'employé', 'pilier', 'rente', 'bonification', 'vieillesse', 'argent', 'cotisation', 'augmentation', 'baisse']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
1387,0,0.518,santé,santé,"['médecin', 'patient', 'relation', 'assureur', 'ping', 'partie', 'ménage', 'expression', 'assuré', 'confiance']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
1392,0,0.095,santé,santé,"['assurance', 'gain', 'perte', 'indemnité', 'reprise', 'maladie', 'occasion', 'raison', 'rédaction', 'solution']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
1400,11,0.009,travail,société,"['racisme', 'compétence', 'intolérance', 'qualité', 'autorité', 'doigt', 'possibilité', 'partie', 'indépendance', 'critique']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
1417,11,0.038,travail,emploi,"['noir', 'contrôle', 'force', 'obligation', 'lutte', 'respect', 'violation', 'travail', 'organe', 'instauration']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
1431,12,0.075,formation,formation-recherche,"['formation', 'bureaucratie', 'versement', 'comble', 'accès', 'financement', 'détérioration', 'subventionnement', 'prestataire', 'millier']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
1448,11,0.125,travail,économie,"['tradition', 'masse', 'mécanisme', 'salaire', 'revendication', 'huile', 'renchérissement', 'audition', 'statistique', 'imposition']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
1453,9,1,extérieur,extérieur,"['développement', 'coopération', 'aide', 'pauvreté', 'cohérence', 'faim', 'objectif', 'région', 'requérant', 'coupe']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
1459,9,0.011,extérieur,extérieur,"['vision', 'objectif', 'carcan', 'arrêté', 'revenu', 'vote', 'volonté', 'aide', 'développement', 'vue']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
1468,2,0.204,économie,logement-territoire,"['hypothèque', 'risque', 'crédit', 'thématique', 'appui', 'marché', 'zèle', 'territoire', 'passion', 'société']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
1480,0,0.175,santé,santé,"['financement', 'provenance', 'réglementation', 'inconvénient', 'clarté', 'solution', 'domicile', 'séjour', 'avantage', 'différence']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
1482,0,0.171,santé,santé,"['franchise', 'patient', 'assuré', 'coût', 'montant', 'soin', 'responsabilité', 'santé', 'participation', 'solution']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
1489,1,0.041,politique,finance,"['négociation', 'imposition', 'pratique', 'double', 'mandat', 'orientation', 'recommandation', 'oeuvre', 'unanimité', 'difficulté']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
1496,17,0.065,autre,économie,"['huile', 'renchérissement', 'divergence', 'unanimité', 'impôt', 'terme', 'automne', 'imposition', 'recette', 'usage']",divergence - version - prestation - montant - point - lettre - abstention - unanimité - objet - modification
